ID	population	project	sample_id	person_id	mean_depth	freemix	sex	mother	mother_sequenced_sample_id	mother_ibd	father	father_sequenced_sample_id	father_ibd	comment
SC_GMWOF5428795	GWW	GGVP	SC_GMWOF5428795	138909903	11.25	0	female	133329678	SC_GMWOF5428866	0.004:0.982:0.014	133728444	SC_GMWOF5428874	0.004:0.982:0.014	NA
SC_GMWOF5428796	GWW	GGVP	SC_GMWOF5428796	176582096	14.37	0.00047	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428797	GWW	GGVP	SC_GMWOF5428797	211058733	7.04	0.0022	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428798	GWW	GGVP	SC_GMWOF5428798	273055768	12.45	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428800	GWW	GGVP	SC_GMWOF5428800	342599865	10.24	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428802	GWW	GGVP	SC_GMWOF5428802	107162946	12.32	0.0012	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428803	GWW	GGVP	SC_GMWOF5428803	140258979	11.01	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428804	GWW	GGVP	SC_GMWOF5428804	183021422	11.17	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428805	GWW	GGVP	SC_GMWOF5428805	214660877	9.89	7.1e-05	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428806	GWW	GGVP	SC_GMWOF5428806	277401051	12.91	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428808	GWW	GGVP	SC_GMWOF5428808	342976036	6.8	0.00062	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428810	GWW	GGVP	SC_GMWOF5428810	111654778	12.57	0.0014	female	112052011	SC_GMWOF5428818	0.002:0.983:0.015	122918576	SC_GMWOF5428826	0.002:0.987:0.011	NA
SC_GMWOF5428811	GWW	GGVP	SC_GMWOF5428811	141358359	7.83	0.0021	female	152676277	SC_GMWOF5428819	0.006:0.987:0.007	159520866	SC_GMWOF5428827	0.007:0.971:0.022	NA
SC_GMWOF5428812	GWW	GGVP	SC_GMWOF5428812	186987867	8.69	0	female	190782769	SC_GMWOF5428820	0.008:0.973:0.020	191068086	SC_GMWOF5428828	0.010:0.980:0.009	NA
SC_GMWOF5428813	GWW	GGVP	SC_GMWOF5428813	227585749	8.87	0	male	229497865	SC_GMWOF5428821	0.006:0.980:0.013	231280028	SC_GMWOF5428829	0.004:0.982:0.014	NA
SC_GMWOF5428814	GWW	GGVP	SC_GMWOF5428814	281009089	12.37	0.0005	female	284940212	SC_GMWOF5428822	0.002:0.987:0.010	285307468	SC_GMWOF5428830	0.005:0.976:0.019	NA
SC_GMWOF5428815	GWW	GGVP	SC_GMWOF5428815	313910812	13.18	0	male	314470781	SC_GMWOF5428823	0.002:0.981:0.017	323680585	SC_GMWOF5428831	0.003:0.988:0.009	NA
SC_GMWOF5428816	GWW	GGVP	SC_GMWOF5428816	395161200	10.34	0.00023	male	406149012	SC_GMWOF5428824	0.004:0.981:0.015	NA	NA	NA	NA
SC_GMWOF5428817	GWW	GGVP	SC_GMWOF5428817	470444740	9.12	0.0019	male	477929222	SC_GMWOF5428825	0.004:0.981:0.015	479992565	SC_GMWOF5428833	0.004:0.988:0.008	NA
SC_GMWOF5428818	GWW	GGVP	SC_GMWOF5428818	112052011	12.68	0.00059	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428819	GWW	GGVP	SC_GMWOF5428819	152676277	7.91	0.0026	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428820	GWW	GGVP	SC_GMWOF5428820	190782769	8.96	6.7e-05	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428821	GWW	GGVP	SC_GMWOF5428821	229497865	11.12	0.0007	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428822	GWW	GGVP	SC_GMWOF5428822	284940212	12.23	0.00087	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428823	GWW	GGVP	SC_GMWOF5428823	314470781	13.06	8.1e-05	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428824	GWW	GGVP	SC_GMWOF5428824	406149012	12.15	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428825	GWW	GGVP	SC_GMWOF5428825	477929222	7.34	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428826	GWW	GGVP	SC_GMWOF5428826	122918576	11.2	0.00023	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428827	GWW	GGVP	SC_GMWOF5428827	159520866	8.13	0.00012	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428828	GWW	GGVP	SC_GMWOF5428828	191068086	8.75	4e-05	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428829	GWW	GGVP	SC_GMWOF5428829	231280028	11.55	0.002	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428830	GWW	GGVP	SC_GMWOF5428830	285307468	11.57	0.0005	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428831	GWW	GGVP	SC_GMWOF5428831	323680585	12.64	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428832	GWW	GGVP	SC_GMWOF5428832	408907841	10.2	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428833	GWW	GGVP	SC_GMWOF5428833	479992565	12.16	0.00015	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428834	GWW	GGVP	SC_GMWOF5428834	129233360	11.96	0	male	129530456	SC_GMWOF5428842	0.003:0.950:0.047	130298282	SC_GMWOF5428850	0.008:0.952:0.039	NA
SC_GMWOF5428835	GWW	GGVP	SC_GMWOF5428835	161849442	9.76	0	male	163069709	SC_GMWOF5428843	0.001:0.979:0.020	163522943	SC_GMWOF5428851	0.005:0.982:0.013	NA
SC_GMWOF5428838	GWW	GGVP	SC_GMWOF5428838	287829363	8.13	0	female	289838341	SC_GMWOF5428846	0.004:0.981:0.015	293947011	SC_GMWOF5428854	0.009:0.977:0.015	NA
SC_GMWOF5428839	GWW	GGVP	SC_GMWOF5428839	327175325	9.69	0	male	329639524	SC_GMWOF5428847	0.004:0.952:0.045	334946531	SC_GMWOF5428855	0.005:0.960:0.035	NA
SC_GMWOF5428841	GWW	GGVP	SC_GMWOF5428841	480170519	7.43	0.00078	male	483657659	SC_GMWOF5428849	0.005:0.976:0.019	488712863	SC_GMWOF5428857	0.013:0.981:0.007	NA
SC_GMWOF5428842	GWW	GGVP	SC_GMWOF5428842	129530456	8.7	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428843	GWW	GGVP	SC_GMWOF5428843	163069709	12.95	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428846	GWW	GGVP	SC_GMWOF5428846	289838341	14.9	0.0013	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428847	GWW	GGVP	SC_GMWOF5428847	329639524	15.48	0.00073	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428849	GWW	GGVP	SC_GMWOF5428849	483657659	12.24	0.0012	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428850	GWW	GGVP	SC_GMWOF5428850	130298282	7.88	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428851	GWW	GGVP	SC_GMWOF5428851	163522943	9.09	0.022	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428854	GWW	GGVP	SC_GMWOF5428854	293947011	9.86	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428855	GWW	GGVP	SC_GMWOF5428855	334946531	11.41	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428857	GWW	GGVP	SC_GMWOF5428857	488712863	9.35	0.0042	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428858	GWW	GGVP	SC_GMWOF5428858	130778211	10.44	0	male	133329678	SC_GMWOF5428866	0.004:0.978:0.018	133728444	SC_GMWOF5428874	0.004:0.981:0.015	NA
SC_GMWOF5428859	GWW	GGVP	SC_GMWOF5428859	164966531	10.97	0.0015	male	165232820	SC_GMWOF5428867	0.003:0.968:0.028	166655720	SC_GMWOF5428875	0.004:0.959:0.037	NA
SC_GMWOF5428861	GWW	GGVP	SC_GMWOF5428861	246573418	10.71	0.0016	male	251477720	SC_GMWOF5428869	0.005:0.983:0.012	264685687	SC_GMWOF5428877	0.003:0.985:0.011	NA
SC_GMWOF5428863	GWW	GGVP	SC_GMWOF5428863	335988572	8.45	0	female	336129979	SC_GMWOF5428871	0.003:0.984:0.013	336928988	SC_GMWOF5428879	0.003:0.976:0.020	NA
SC_GMWOF5428865	GWW	GGVP	SC_GMWOF5428865	494380339	8.75	0	female	496262776	SC_GMWOF5428873	0.005:0.982:0.013	498594081	SC_GMWOF5428882	0.004:0.985:0.011	NA
SC_GMWOF5428866	GWW	GGVP	SC_GMWOF5428866	133329678	10.27	0.00051	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428867	GWW	GGVP	SC_GMWOF5428867	165232820	8.86	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428869	GWW	GGVP	SC_GMWOF5428869	251477720	9.94	0.00038	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428871	GWW	GGVP	SC_GMWOF5428871	336129979	10.07	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428873	GWW	GGVP	SC_GMWOF5428873	496262776	11.92	0	female	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428874	GWW	GGVP	SC_GMWOF5428874	133728444	9.16	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428875	GWW	GGVP	SC_GMWOF5428875	166655720	9.94	0.0002	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428877	GWW	GGVP	SC_GMWOF5428877	264685687	10.97	0.00043	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428879	GWW	GGVP	SC_GMWOF5428879	336928988	11.95	0	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428882	GWW	GGVP	SC_GMWOF5428882	498594081	15.04	9e-05	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428906	GWW	GGVP	SC_GMWOF5428906	514960222	9.8	0.00041	male	NA	NA	NA	NA	NA	NA	NA
SC_GMWOF5428755	GWW	GGVP	SC_GMWOF5428755	188126379	NA	NA	male	189658284	SC_GMWOF5428763	NA	195035626	SC_GMWOF5428771	NA	See release note for details relating to this sample
